Mod:Item:MetaData, Localized Name
props:props:1357, Industrial Chair Blue
props:props:1358, Industrial Chair Lime
props:props:1359, Industrial Chair Green
props:props:1360, Industrial Chair Fuchsia
props:props:1361, Industrial Chair Light Blue
props:props:1362, Industrial Chair Razzle
props:props:1363, Industrial Chair Red
props:props:1364, Industrial Chair Pink
props:props:1365, Industrial Chair Black
props:props:1366, Industrial Chair Yellow
props:props:1367, Industrial Chair Coral
props:props:1368, Industrial Chair Cyan
props:props:1369, Industrial Chair Gray
props:props:1370, Industrial Sofa
props:props:1371, Industrial Sofa Dark Blue
props:props:1372, Industrial Sofa Orange
props:props:1373, Industrial Sofa Purple
props:props:1374, Industrial Sofa Blue
props:props:1375, Industrial Sofa Lime
props:props:1376, Industrial Sofa Green
props:props:1377, Industrial Sofa Fuchsia
props:props:1378, Industrial Sofa Light Blue
props:props:1379, Industrial Sofa Razzle
props:props:1380, Industrial Sofa Red
props:props:1381, Industrial Sofa Pink
props:props:1382, Industrial Sofa Black
props:props:1383, Industrial Sofa Yellow
props:props:1384, Industrial Sofa Coral
props:props:1385, Industrial Sofa Cyan
props:props:1386, Industrial Sofa Gray
props:props:1387, Industrial FootLamp
props:props:1388, Industrial FootLamp Dark Blue
props:props:1389, Industrial FootLamp Orange
props:props:1390, Industrial FootLamp Purple
props:props:1391, Industrial FootLamp Blue
props:props:1392, Industrial FootLamp Lime
props:props:1393, Industrial FootLamp Green
props:props:1394, Industrial FootLamp Fuchsia
props:props:1395, Industrial FootLamp Light Blue
props:props:1396, Industrial FootLamp Razzle
props:props:1397, Industrial FootLamp Red
props:props:1398, Industrial FootLamp Pink
props:props:1399, Industrial FootLamp Black
props:props:1400, Industrial FootLamp Yellow
props:props:1401, Industrial FootLamp Coral
props:props:1402, Industrial FootLamp Cyan
props:props:1403, Industrial FootLamp Gray
props:props:1404, Office Chair 3
props:props:1405, Office Chair 3 Black
props:props:1406, Tulip Vase
props:props:1407, Tulip Vase Dark Blue
props:props:1408, Tulip Vase Orange
props:props:1409, Tulip Vase Purple
props:props:1410, Tulip Vase Blue
props:props:1411, Tulip Vase Lime
props:props:1412, Tulip Vase Green
props:props:1413, Tulip Vase Fuchsia
props:props:1414, Tulip Vase Light Blue
props:props:1415, Tulip Vase Razzle
props:props:1416, Tulip Vase Red
props:props:1417, Tulip Vase Pink
props:props:1418, Tulip Vase Yellow
props:props:1419, Tulip Vase Coral
props:props:1420, Tulip Vase Cyan
props:props:1421, Industrial Coffee Table Light
props:props:1422, Industrial Coffee Table Medium
props:props:1423, Industrial Coffee Table Dark
props:props:1424, Industrial Table 1 Light
props:props:1425, Industrial Table 1 Medium
props:props:1426, Industrial Table 1 Dark
props:props:1427, Industrial Table 2 Light
props:props:1428, Industrial Table 2 Medium
props:props:1429, Industrial Table 2 Dark
props:props:1430, Hanging Lamp Short
props:props:1431, Piano Stool
props:props:1432, Patron Doll Oddles
props:props:1433, Patron Doll Hazardrar
props:props:1434, Patron Doll Cottonbaler
props:props:1435, Patron Doll thatdesiree
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
enhancedportals:wrench, Wrench
enhancedportals:nanobrush, Nanobrush
enhancedportals:glasses, Glasses
enhancedportals:location_card:0, Location Card
enhancedportals:portal_module:0, Particle Destroyer
enhancedportals:portal_module:1, Rainbow Particles
enhancedportals:portal_module:2, Silencer
enhancedportals:portal_module:3, Momentum
enhancedportals:portal_module:4, Cloaking
enhancedportals:portal_module:5, Particle Shader
enhancedportals:portal_module:6, Facing
enhancedportals:portal_module:7, Featherfall
enhancedportals:upgrade:0, Redstone Interface Upgrade
enhancedportals:upgrade:1, Network Interface Upgrade
enhancedportals:upgrade:2, Dialling Device Upgrade
enhancedportals:upgrade:3, Programmable Interface Upgrade
enhancedportals:upgrade:4, Portal Manipulator Upgrade
enhancedportals:upgrade:5, Fluid Transportation Upgrade
enhancedportals:upgrade:6, Item Transportation Upgrade
enhancedportals:upgrade:7, Energy Transportation Upgrade
enhancedportals:blank_portal_module, Blank Portal Module
enhancedportals:blank_upgrade, Blank Upgrade
enhancedportals:manual, ENHANCED PORTALS: wormhole tunneling
Baubles:Ring:0, Miner's Ring
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:scanner, Portable Scanner
factorization:sculptTool:0, Sculpting Tool
factorization:tool/matrix_programmer, Logic Matrix Programmer
factorization:lead_ingot, Lead Ingot
factorization:entheas, Entheas
factorization:barrelCart:0, Barrel Cart
factorization:barrelCart:0, Barrel Cart: Creative Bedrock Barrel
factorization:potencyBottle, Bottle of Potency
factorization:charge_battery, Battery Block
factorization:brokenArtifact, item.factorization:brokenArtifact.name
factorization:silver_ingot, Silver Ingot
factorization:daybarrel, item.factorization:daybarrel.name
factorization:sap, Sap
factorization:servo/decorator, item.factorization:servo/decorator.name
factorization:ceramics/glaze_bucket, Glaze Bucket
factorization:spawnPoster, Poster
factorization:servo/component, item.factorization:servo/component.name
factorization:diamond_shard, Diamond Block Shard
factorization:socket/scissors, Enormous Scissors
factorization:tool/charge_meter, Charge Meter
factorization:sludge, Sludge
factorization:mansandwich:0, Manwich
factorization:mansandwich:1, Spicy Manwich
factorization:servo/servo, Servo
factorization:servo/instruction_plate, Instruction Plate
factorization:fan, Pressurizer
factorization:logic_matrix, Blank Logic Matrix
factorization:diamond_cutting_head, Diamond Cutting Head
factorization:servo/sprocket, Dark Iron Sprocket
factorization:socket/:34, Robotic Arm
factorization:socket/:35, Item Shifter
factorization:corkscrew, Corkscrew
factorization:mirror, Mirror
factorization:docbook, The Factorization Manual
factorization:logic_matrix_identifier, Logic Matrix: Identifier
factorization:motor, Motor
factorization:nether_powder, Netherrack Powder
factorization:logic_matrix_controller, Logic Matrix: Controller
factorization:tool/pocket_crafting_table, Pocket Crafting Table
factorization:insulated_coil, Insulated Coil
factorization:servo/commenter, Commenter
factorization:dark_iron_ingot, Dark Iron Ingot
factorization:utiligoo:0, Goo
factorization:servo/servo_motor, Servo Motor
factorization:acid:0, Sulfuric Acid
factorization:acid:1, Aqua Regia
foundry:foundryComponent:0, Stone Gear
foundry:foundryComponent:1, Heating Coil
foundry:foundryComponent:2, Refractory Clay
foundry:foundryComponent:3, Refractory Brick
foundry:foundryComponent:4, Blank Soft Mold
foundry:foundryComponent:5, Gun Barrel
foundry:foundryComponent:6, Revolver Drum
foundry:foundryComponent:7, Revolver Frame
foundry:foundryComponent:8, Bullet Casing
foundry:foundryComponent:9, Bullet
foundry:foundryComponent:10, Hollow Point Bullet
foundry:foundryComponent:11, Jacketed Bullet
foundry:foundryComponent:12, Small Pile of Gunpowder
foundry:foundryComponent:13, Small Pile of Blaze Powder
foundry:foundryComponent:14, Pellet
foundry:foundryComponent:15, Shell Casing
foundry:foundryComponent:16, Shotgun Pump
foundry:foundryComponent:17, Shotgun Frame
foundry:foundryComponent:18, Zinc Dust
foundry:foundryComponent:19, Brass Dust
foundry:foundryComponent:20, Cupronickel Dust
foundry:foundryComponent:21, Energy Shard
foundry:foundryComponent:22, Life Shard
foundry:foundryComponent:23, Void Shard
foundry:foundryComponent:24, Steel Bullet
foundry:foundryComponent:25, Steel Pellet
foundry:foundryMold:0, Ingot Mold
foundry:foundryMold:1, Soft Ingot Mold
foundry:foundryMold:2, Chestplate Mold
foundry:foundryMold:3, Soft Chestplate Mold
foundry:foundryMold:4, Pickaxe Mold
foundry:foundryMold:5, Soft Pickaxe Mold
foundry:foundryMold:6, Block Mold
foundry:foundryMold:7, Soft Block Mold
foundry:foundryMold:8, Axe Mold
foundry:foundryMold:9, Soft Axe Mold
foundry:foundryMold:10, Sword Mold
foundry:foundryMold:11, Soft Sword Mold
foundry:foundryMold:12, Shovel Mold
foundry:foundryMold:13, Soft Shovel Mold
foundry:foundryMold:14, Hoe Mold
foundry:foundryMold:15, Soft Hoe Mold
foundry:foundryMold:16, Leggings Mold
foundry:foundryMold:17, Soft Leggings Mold
foundry:foundryMold:18, Helmet Mold
foundry:foundryMold:19, Soft Helmet Mold
foundry:foundryMold:20, Boots Mold
foundry:foundryMold:21, Soft Boots Mold
foundry:foundryMold:22, Gear Mold
foundry:foundryMold:23, Soft Gear Mold
foundry:foundryMold:24, Cable Mold
foundry:foundryMold:25, Soft Cable Mold
foundry:foundryMold:26, Casing Mold
foundry:foundryMold:27, Soft Casing Mold
foundry:foundryMold:28, Slab Mold
foundry:foundryMold:29, Soft Slab Mold
foundry:foundryMold:30, Stairs Mold
foundry:foundryMold:31, Soft Stairs Mold
foundry:foundryMold:32, Plate Mold
foundry:foundryMold:33, Soft Plate Mold
foundry:foundryMold:34, Wand Cap Mold
foundry:foundryMold:35, Soft Wand Cap Mold
foundry:foundryMold:36, Insulated Cable Mold
foundry:foundryMold:37, Soft Insulated Cable Mold
foundry:foundryMold:38, Sickle Mold
foundry:foundryMold:39, Soft Sickle Mold
foundry:foundryMold:40, Bow Mold
foundry:foundryMold:41, Soft Bow Mold
foundry:foundryMold:42, Flux Plate Mold
foundry:foundryMold:43, Soft Flux Plate Mold
foundry:foundryMold:44, Bullet Mold
foundry:foundryMold:45, Soft Bullet Mold
foundry:foundryMold:46, Hollow Point Bullet Mold
foundry:foundryMold:47, Soft Hollow Point Bullet Mold
foundry:foundryMold:48, Bullet Casing Mold
foundry:foundryMold:49, Soft Bullet Casing Mold
foundry:foundryMold:50, Gun Barrel Mold
foundry:foundryMold:51, Soft Gun Barrel Mold
foundry:foundryMold:52, Revolver Drum Mold
foundry:foundryMold:53, Soft Revolver Drum Mold
foundry:foundryMold:54, Revolver Frame Mold
foundry:foundryMold:55, Soft Revolver Frame Mold
foundry:foundryMold:56, Wire Mold
foundry:foundryMold:57, Soft Wire Mold
foundry:foundryMold:58, Pellet Mold
foundry:foundryMold:59, Soft Pellet Mold
foundry:foundryMold:60, Shell Casing Mold
foundry:foundryMold:61, Soft Shell Casing Mold
foundry:foundryMold:62, Shotgun Pump Mold
foundry:foundryMold:63, Soft Shotgun Pump Mold
foundry:foundryMold:64, Shotgun Frame Mold
foundry:foundryMold:65, Soft Shotgun Frame Mold
foundry:foundryMold:66, Shard Mold
foundry:foundryMold:67, Soft Shard Mold
foundry:foundryIngot:0, Copper Ingot
foundry:foundryIngot:1, Tin Ingot
foundry:foundryIngot:2, Bronze Ingot
foundry:foundryIngot:3, Electrum Ingot
foundry:foundryIngot:4, Invar Ingot
foundry:foundryIngot:5, Nickel Ingot
foundry:foundryIngot:6, Zinc Ingot
foundry:foundryIngot:7, Brass Ingot
foundry:foundryIngot:8, Silver Ingot
foundry:foundryIngot:9, Steel Ingot
foundry:foundryIngot:10, Lead Ingot
foundry:foundryIngot:11, Aluminum Ingot
foundry:foundryIngot:12, Chromium Ingot
foundry:foundryIngot:13, Platinum Ingot
foundry:foundryIngot:14, Manganese Ingot
foundry:foundryIngot:15, Titanium Ingot
foundry:foundryIngot:16, Cupronickel Ingot
foundry:foundryRevolver, Revolver
foundry:foundryShotgun, Shotgun
foundry:foundryRound, Standard Round
foundry:foundryRoundJacketed, Jacketed Round
foundry:foundryRoundHollow, Hollow Point Round
foundry:foundryRoundFire, Incendiary Round
foundry:foundryRoundPoison, Poison Round
foundry:foundryShell, Standard Shell
foundry:foundryRoundAP, Armor Piercing Round
foundry:foundryShellAP, Armor Piercing Shell
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
foundry:foundryContainer:0, Refractory Fluid Container
pressure:Debugger, Pressure System Debugger
pressure:Interface, Pressure System Interface
pressure:TankWall, Tank Wall
pressure:FluidInterface, Fluid Interface
pressure:HandPump, Hand Pump
pressure:Canister, Canister
pressure:Configurator, Fluid Filter Configurator
advgenerators:IronFrame, Titanium Frame
advgenerators:PowerIO, Power IO Module
advgenerators:IronTubing, Titanium Tubing
advgenerators:IronWiring, Redstone-Titanium Wiring
advgenerators:Controller, Control Circuit
advgenerators:PressureValve, Pressure Valve
advgenerators:AdvancedPressureValve, Advanced Pressure Valve
advgenerators:UpgradeKit, Upgrade Kit
GraviSuite:graviChestPlate, GraviChestPlate
GraviSuite:advNanoChestPlate, Advanced NanoChestPlate
GraviSuite:ultimateLappack, Ultimate Lappack
GraviSuite:advLappack, Advanced Lappack
GraviSuite:advJetpack, Advanced Electric Jetpack
GraviSuite:vajra, Vajra
GraviSuite:graviTool, GraviTool
GraviSuite:advDDrill, Advanced Diamond Drill
GraviSuite:advChainsaw, Advanced Chainsaw
GraviSuite:relocator, Relocator
GraviSuite:sonicLauncher, item.sonicLauncher.name
GraviSuite:itemSimpleItem:0, itemSuperConductorCover.name
GraviSuite:itemSimpleItem:1, itemSuperConductor.name
GraviSuite:itemSimpleItem:2, itemCoolingCore.name
GraviSuite:itemSimpleItem:3, itemGravitationEngine.name
GraviSuite:itemSimpleItem:4, itemMagnetron.name
GraviSuite:itemSimpleItem:5, itemVajraCore.name
GraviSuite:itemSimpleItem:6, itemEngineBoost.name
GregsLighting:calciumCarbide, Calcium Carbide
GregsLighting:bonemealAndCharcoal, Bonemeal-Charcoal Mixture
GregsLighting:gasNozzle, Gas Nozzle
GregsLighting:glowingIngot, Glowing Alloy Ingot
GregsLighting:glowstoneBulb, IC2 Floodlight Bulb
GregsLighting:ic2FilamentAssembly, IC2 Filament Assembly
HardcoreQuesting:quest_book, item.hqm:quest_book.name
HardcoreQuesting:hearts:0, Quarter of a heart
HardcoreQuesting:hearts:1, Half a heart
HardcoreQuesting:hearts:2, Three quarters of a heart
HardcoreQuesting:hearts:3, Full heart
HardcoreQuesting:hearts:4, Rotten heart
HardcoreQuesting:bags:0, Reward Bag
HardcoreQuesting:bags:1, Reward Bag
HardcoreQuesting:bags:2, Reward Bag
HardcoreQuesting:bags:3, Reward Bag
HardcoreQuesting:bags:4, Reward Bag
HardcoreQuesting:hqmInvalidItem, Invalid Item
ihl:fiberGlass, Fiberglass
ihl:item.flexiblePipe, item.flexiblePipe.name
ihl:electricMotorLVLEDC, Lov voltage low efficiency DC electric motor
ihl:bucket_fluidRubberTreeSap, Bucket of rubber tree sap
ihl:bucket_SpruceResin, Bucket of spruce resin
ihl:food, Bread with lard
ihl:item.ihlSimpleItem:195, Mercury fulminate
ihl:item.ihlSimpleItem:194, Detonator
ihl:item.ihlSimpleItem:193, Pentaerythritol tetranitrate
ihl:item.ihlSimpleItem:192, Pentaerythritol
ihl:item.ihlSimpleItem:191, Potassium oxide.name
ihl:item.ihlSimpleItem:190, Potassium ingot
ihl:item.ihlSimpleItem:189, Iron catalyst
ihl:item.ihlSimpleItem:188, Iron oxide catalyst blank
ihl:item.ihlSimpleItem:187, Iron oxide catalyst blank (not sintered)
ihl:item.ihlSimpleItem:186, Mix for preparing an iron catalyst
ihl:item.ihlSimpleItem:185, Sodium formate
ihl:item.ihlSimpleItem:184, Mercury chloride
ihl:item.ihlSimpleItem:183, Calcium acetate
